engagement_matrix,cost_of_advertising,return_on_investment,conversion_rate,ocassional_effect,platform contribution percentage
2,33679,1.9017547036641562,2.8931766863722013,1,33545325.54578011
1,20535,2.508743992289644,72.46323986672209,1,20460835.460705668
1,29733,3.902901823440293,39.96702457316469,1,29618975.079694364
2,31168,3.6485788088105635,31.494630872586345,2,31047757.7783324
1,30193,1.818816738428065,22.60748775437754,2,30075429.194951434
1,35878,1.020430516730435,14.746276507333802,2,35736799.283617906
1,32413,1.1826971225820482,72.91847002546305,1,32291196.59762848
2,48520,2.5531889668777397,94.86891125583296,2,48336544.80569128
3,22276,3.1364108370461956,38.24464304807711,2,22192036.197713625
1,22587,2.5756250560880347,42.24721349766664,1,22501614.55260706
1,21510,3.3150383037592213,82.42856428592307,1,21433036.811408084
1,18236,2.4690064394152884,88.02145584042687,1,18172582.116421167
2,37455,4.011481521487548,21.371094163384054,2,37308644.60201413
3,25721,3.650186803193413,98.86849082789584,1,25629084.373367205
1,28165,1.0835068554530154,87.31209118898194,1,28061615.065010108
3,27544,4.7157981319690965,3.938361514843706,1,27435437.88990864
1,31234,2.6311626532103483,22.387944544908837,1,31112047.84559941
1,31232,1.8395590881570252,12.250889654701432,2,31109240.231646933
1,32432,1.9642172562669136,11.887527824738358,2,32304420.10102579
2,15638,2.898182701708367,4.372707416226133,2,15577068.034492845
3,21163,4.711658638055915,37.31237512429703,2,21083599.753135376
3,29344,2.4119926613884575,23.572919259649744,1,29229901.85097195
2,31156,1.3884045750338614,19.93708231804197,2,31034356.20082656
1,21006,2.4106857662108947,19.551896590319068,2,20924948.57880864
1,17782,3.1651543724935416,27.053703198194828,1,17714391.840388246
1,21111,4.145193882187479,69.76738523826545,1,21034474.613728512
2,42302,3.6141131563008853,67.40530581052143,2,42140808.36529137
3,37677,3.4706957547284927,3.691784320602967,2,37528020.368880175
3,26881,2.4742732117734145,68.89662129247812,1,26781294.31764678
2,43469,2.0367392338531034,58.89539080302553,2,43302084.315180704
1,47179,2.4030460051046623,67.52503129655001,1,46997751.89911032
3,45399,1.9186125255366995,41.27565441510607,1,45222387.98506983
1,12985,1.8238070747275548,34.51453434931156,1,12937151.548354646
3,33146,1.8826110665398685,4.519461218986624,1,33014719.685560547
2,20567,2.3674361913328426,85.79451235151618,1,20494124.217940025
2,22161,1.5601901130497677,28.321800402616926,2,22076197.00475496
1,29155,4.770565060213184,27.81559980744813,2,29042485.733438574
3,36761,1.9125070112229632,94.22536270266339,1,36624234.16218173
3,26686,4.986007292760432,31.996376614248426,2,26584011.818609484
1,45772,3.155331661071127,10.968005849168964,1,45590821.99370086
1,18765,1.7187209709909728,97.65270780660376,2,18700632.70450689
3,12993,2.5511744676743677,48.59255256520619,1,12946825.907937318
2,24496,1.2322399817025236,45.601095383827186,2,24403542.300736006
3,48793,1.7020277364962664,51.058466807873124,1,48603762.110286534
2,13410,4.680039020961226,69.94863614588621,2,13364769.268687313
1,32718,4.104703952333066,19.570846041403783,1,32590021.696117945
1,10648,1.1987957481418436,11.497625205759132,2,10607417.605967835
2,20914,2.9203229066240577,27.907537600231326,2,20834320.395737886
2,30019,4.069371260166367,7.011750029098339,1,29900659.19326673
2,33581,2.291730034866446,4.248780867272631,2,33448204.80299126
1,36591,1.2650448737145492,80.07851138738275,1,36453211.306972325
1,17791,3.593332014543697,5.0140079067582946,1,17721207.533952568
1,36759,1.1729269789443393,24.247418269140397,1,36614944.22233418
3,46238,4.871682187680934,54.92261452214488,1,46059780.58013661
2,10233,1.5050200375061178,85.09447878837524,2,10201579.100483714
3,42291,3.0550705819243302,78.17141481960968,2,42130958.30065761
3,23863,4.481278285529587,93.20809020024525,1,23778058.375197142
2,38084,2.2227998968445157,3.285936378131357,2,37933087.55762441
3,32971,4.180341454345568,17.593168976102486,2,32842326.761286676
1,20955,4.824381439309386,61.95376024103708,1,20878405.545611214
3,18689,2.523612773377483,32.071798161243855,2,18618687.249476664
1,16276,4.239722353463041,56.29481949116605,2,16217780.645855067
1,16423,3.3252681084400595,69.45977445621037,2,16365390.262299718
3,30857,4.9676458711750335,51.497094415448096,1,30739974.5034048
1,45435,4.849119980331055,76.5379993983424,2,45262248.18553728
2,47733,1.1822121437177775,26.590719166595502,1,47545385.75949535
2,42927,2.1899808755785983,47.748030835355884,2,42761157.500597365
1,20503,2.6866283620912337,62.63792587808478,1,20428004.05427488
2,14003,1.274160831699919,82.47663434594514,2,13956207.304342715
1,19959,2.07078261460003,63.14888446684422,2,19886452.090186585
3,46410,3.5139281495896726,74.02562782839512,2,46233127.373442285
3,37084,4.580957741655251,55.64956577412939,1,36942431.481083825
3,20313,3.4381646908031467,35.321955740118426,1,20236334.156983815
2,12005,4.9369008716001535,82.15197799709772,2,11966642.99491302
2,17487,2.2391062636037566,52.206075979204456,2,17423369.691412188
1,40716,3.477208081826959,95.66793925043206,2,40563858.83097568
2,22858,2.9933684101352545,44.4599835470644,1,22771908.136248026
3,26036,2.8875183153849493,31.707919667247495,1,25936009.169347726
1,25725,2.171248630608173,58.506140130833245,2,25628936.876335062
3,14480,2.5665918275193356,63.06842814179923,1,14429327.499751756
3,12318,4.410295839408228,88.61856367063857,1,12278770.194826188
3,13681,2.2699974221035606,97.09498848053924,1,13636887.598512929
2,13096,3.320672894550409,79.23123726591723,1,13052475.811202884
3,32753,3.7363071623812303,76.04041308241071,1,32630684.761239354
3,18505,4.725142199707263,6.413277181195731,1,18432842.596204083
2,32046,3.264065782783292,11.4504065633655,1,31919890.369208097
1,40174,3.704980039097103,62.11872256453895,1,40020400.51966153
1,33652,3.275493820770871,67.3921277350353,1,33524960.0269702
3,15370,1.812327516161056,11.283112150736217,1,15310490.913792174
3,27148,2.156577211972517,29.794913826704438,1,27043274.846420225
2,23785,1.7575714759577838,1.2257685184853413,2,23691017.061143722
1,20111,1.2897257039210106,43.26149775745973,2,20035753.814117257
2,31585,3.310863897114025,25.275465094352032,1,31462122.95881606
2,11505,1.7774749623409516,28.969286943871353,2,11462914.000439493
3,48044,2.520559485039795,51.91558281146842,1,47857950.2310142
2,10281,4.045442883215448,80.61936531738016,1,10248968.844106555
1,22748,4.647881501332828,14.426006542058362,1,22659457.82524938
1,42648,3.6124490183563314,45.94024558366936,1,42482874.64293075
2,24816,3.239045601902216,24.83373013509939,2,24720446.44894176
2,28517,1.7445783290085588,58.049786818120474,2,28409769.773864582
2,27868,3.8983609391873237,60.483443873820235,2,27763889.131309476
1,12375,4.807769135414335,4.721492406414164,1,12327000.159228245
3,34869,3.4290334457488147,82.14228391815624,1,34738791.002739765
1,29189,2.9330751380769353,84.45873229092528,1,29081474.172997043
1,40661,3.1838874856167325,45.35692970722932,1,40503708.59834386
2,22341,3.8770277256890027,15.083868442750617,2,22254454.400448613
3,21231,1.251758509330513,81.38463280289449,1,21154984.191886503
3,46927,1.6037756264637952,30.42383058743624,1,46743149.873890184
1,18327,1.8162608057288732,50.9407445076637,1,18259425.18835551
1,24278,1.0659394071051267,65.35213466537266,1,24187964.78558946
3,41832,1.0739313514785267,34.144798750893386,2,41669134.09095078
1,38632,2.8463573580716988,34.80608955387231,2,38482026.63541194
1,34915,2.126795647837281,72.23175492906574,2,34783543.65892712
1,48972,3.21846128570398,39.55936619079015,2,48781190.33658622
3,10906,4.211999298838063,87.26071371457651,1,10872256.631280307
3,38586,3.5146108074306435,50.495854418774684,1,38437769.484846845
2,12224,2.3423676217390166,64.49847715162855,2,12182664.35550599
2,32374,4.426644147001923,48.16260996994038,2,32250701.724736106
3,27305,1.6982738327921445,80.93007204326382,1,27204700.78280259
3,27860,3.478036021641397,4.752075639210237,2,27750395.352246735
2,49194,1.2657406769124697,53.50232089030664,2,49003544.77837703
1,25413,1.8495639219800983,52.23673403215367,1,25317215.116713073
3,45926,2.115029952249231,55.64995410486473,2,45749043.94930428
1,25841,3.147843694233855,82.46590931452488,1,25746694.810611703
1,10610,2.238824922342301,72.67352345092044,2,10575822.399584997
3,24847,3.7356376335884405,20.176438267964908,1,24750722.276719164
3,38347,2.507301802337677,24.382108132113487,1,38196983.160047516
3,48851,3.014613968265614,67.87927765307434,1,48663382.82758118
2,14154,3.4715649068793484,50.100275418446934,1,14103350.330979738
2,20919,1.3688243201387928,8.982986202913526,2,20837206.24578191
1,32927,2.60544976530924,92.6073423150786,2,32805595.442701
3,23644,1.2787831327994459,91.80321226306444,1,23559377.56303357
3,31009,1.8549423043948585,53.50471144217113,1,30891162.613643788
2,44814,3.999546191027561,7.15656170155552,1,44636484.59717499
3,23141,3.112826567971003,98.090893140636,1,23059256.7567679
2,49938,2.513168348653518,95.25721249636346,2,49748906.433134966
3,25659,3.2397653295992437,97.39619402685128,1,25567131.788895532
2,10502,2.0357639929941884,7.3936275676974335,2,10461802.01207586
2,42519,2.19330725420915,92.05467496759142,1,42358919.59743981
1,36706,4.35281367663552,96.81881628956772,1,36569826.74740692
1,36280,2.7953196113950387,36.01218516609737,1,36139247.61006609
3,46178,2.072124928590333,41.225169095987894,2,45998587.893150315
3,37331,1.4784341151622673,16.44751946801192,2,37184420.948381774
2,18822,1.4196660232823604,23.802728013724032,2,18750082.8293844
1,12765,1.6924132941874626,80.6408979623514,1,12722627.10352448
3,16790,2.786663396896579,37.47679789431091,2,16727857.946031028
1,12477,2.2479464589830713,82.1687726055209,2,12436305.11030022
1,33499,4.558030917109503,21.156935979932513,2,33368416.23761722
2,32784,1.3618888202789523,1.0673680931239518,1,32653652.78235595
2,47617,4.161900238613404,47.65931836212228,1,47432343.97886723
1,31571,3.399798195836917,73.82530680304978,1,31452943.504445765
2,45980,1.3463094861769251,4.783975648761927,2,45797539.41779808
2,38820,3.933452371962929,92.89301063430263,2,38675326.64987179
3,36107,2.906454612762073,7.974204800696742,1,35964354.25957973
3,40578,1.1591434112730674,66.90939025161106,2,40423437.62766863
3,42484,4.874343834925918,21.692584803134114,1,42317473.92317885
2,16633,3.7072110834514165,71.0585959915946,2,16574861.797040008
2,45048,2.71145953577183,55.26583242821546,1,44874192.07298247
2,30124,2.9578314242354344,76.98513685223237,2,30012393.031770375
1,18575,3.1798827059075094,6.954906197494286,2,18502512.875371516
2,11815,3.071767705382192,10.39047310534434,2,11769984.377112234
3,45736,1.0817390236101727,58.22922043970167,1,45559626.54811704
2,29265,2.3692255320069155,53.543805880315276,1,29154107.379907195
3,12974,4.833530536264091,50.21346651283112,2,12928661.705620999
3,11216,3.646131411803134,3.9704267331217764,1,11172614.039756846
3,22965,3.564542036358043,32.95785700776575,1,22877506.176165503
2,47946,1.5035950395443884,30.29286634421706,2,47758246.75398956
1,10812,2.450791745702314,94.51847162676802,2,10779226.450089619
2,49169,2.0899770131279904,59.80112146437175,2,48979381.80915815
1,22364,4.501938630309715,42.630637459907945,1,22279795.31576793
3,49960,3.0321067360717464,98.95886584309696,1,49771057.06046
3,19799,3.3849245928497598,1.761278507603436,1,19721027.16804783
3,34247,1.7041961780513244,4.519650447252408,2,34111593.51054787
2,40236,4.552632237823351,21.66025265251252,2,40078619.86745617
1,38361,1.277935301798503,41.85549669266671,1,38212310.6812585
2,12085,2.949197629744592,23.344469005584145,1,12039882.842592424
1,26670,2.3256245485939573,43.594246018052075,2,26568685.75579312
2,44564,3.4552923838629477,40.7333986052284,1,44390771.527870424
3,23377,1.4235540537486222,57.48500393409178,2,23290333.562420398
3,49726,4.436597384433442,67.85231444581706,2,49535365.98910456
2,27763,2.0532342175768994,34.21021121257305,2,27656441.94156954
1,12691,1.7629182295485064,19.702367668704145,1,12642838.416136712
3,23763,1.6874457314962892,61.99054738677988,1,23674973.42268377
2,13517,4.6394111035700485,74.01045077980203,1,13471441.168521443
1,38388,4.184353773963486,4.15303715281212,2,38236111.2697059
1,11711,1.3602770353607512,60.242059439419066,1,11670760.041958539
3,45891,3.8801367695994124,27.868454904659334,1,45711334.26327051
2,29559,1.912106537141836,29.92930141240136,2,29444811.503991067
3,36078,1.8526201393493213,35.73479340346175,2,35938410.31995846
2,16952,2.393767584111379,50.59434175006307,1,16890067.623960942
3,48121,3.0771196122849003,71.13140956836419,1,47936636.16650643
2,31840,4.465864658667597,89.5461699837052,2,31722981.179403998
1,10960,4.686005766257213,91.97103309645729,1,10926369.28405926
2,30421,1.6412998787048623,9.510471389289707,2,30301286.41612316
3,36286,1.9676187012770932,74.21001067078224,2,36149440.791498244
1,43025,2.446726138974866,6.503237918394367,1,42854271.3981899
1,17761,1.8753744259048748,83.43515352297615,2,17699247.314027667
3,20764,2.8988789317718218,26.544862347505763,2,20684883.34049588
1,26108,2.9865571197103185,5.369842907399828,1,26004896.236716304
3,14975,3.9368745579579714,92.142675984203,2,14925734.061290955
3,21276,2.866485374824123,29.412873042026295,2,21195117.93040293
2,47608,3.6538732350772007,56.9975910992758,1,47424247.76263049
3,40108,1.18558876604463,96.83988296996321,1,39958013.11483658
3,15580,3.2478274032145764,31.882917060804015,2,15522198.509268498
1,32548,3.122175188980055,77.9262116388191,2,32426710.50393845
3,38736,4.369033778089506,27.082054792335715,2,38585240.17987039
3,16078,1.546087516494894,14.999255661635473,1,16015995.916943308
1,46714,4.230302185957701,34.5671383912488,2,46531854.6531233
1,31034,2.2336367468906295,86.33100558104894,1,30919190.473335203
1,45082,1.932152093600454,66.68820695730281,1,44908995.0004679
2,36189,3.762576699185199,73.52300663422258,1,36052590.435634315
3,22053,2.7613036077358384,93.9222617309539,1,21975146.195642103
2,14568,1.877754693642463,1.8033773232036476,1,14510657.445842493
1,39339,3.358144103233459,31.603383915450088,1,39185643.89712496
2,25472,3.3674559395166033,34.59098614251993,1,25374513.86788639
3,16474,1.47487147249273,83.37677335823406,1,16417240.410627248
2,25020,2.7516698265224306,93.34498033013043,1,24930117.215110462
2,47151,1.7262575589782965,58.28909687707268,2,46969255.32317037
1,18634,2.261637567177567,52.1041675983132,2,18565672.429643564
3,46839,4.298079886713811,15.593077426983994,2,46654670.05812797
3,21603,1.0632165551201078,11.757068568170872,1,21518508.925008982
1,20866,1.8358030637796148,96.04910468245117,2,20793083.56486654
3,28888,1.9528437967049728,90.68417978935337,2,28782678.287672505
2,37484,4.883184515124877,17.858723568692,2,37337290.686343834
1,25589,4.528406212156369,65.76782942567715,2,25494513.47575015
1,45388,3.637177354796512,28.408446215183538,2,45210465.67767764
3,46001,2.6196019695953523,91.56587268646777,2,45827401.13552469
2,49889,1.0678524915726246,22.615808739195764,2,49692650.40169783
2,43281,2.172464641629497,37.06898902145777,2,43112671.31930556
1,20813,3.796547785279982,77.30209206862598,1,20738374.76041895
1,45748,4.966742758455117,11.457497345248921,2,45567503.42629313
2,24866,2.487464194008455,12.25571484955952,1,24768589.941830177
1,32194,3.739741944323928,55.53329792367128,1,32071666.496245127
1,14318,2.0102053358068694,99.18656869414609,1,14271310.98356307
2,49745,1.3883121213712166,29.1037842011722,2,49549916.85899589
1,14781,4.6209505809619795,94.88952939047921,1,14732368.676514573
3,24819,4.655485844891507,90.07701781639064,1,24729943.914941475
3,39169,3.5867761896634414,57.71691036435441,2,39019469.97194109
3,33151,4.272649485340873,27.85557923407072,2,33022645.0023565
2,42329,2.60501744078851,51.76044246310223,1,42165703.69651361
1,49173,2.1236784119414227,19.920243425327975,1,48978979.10253608
3,32872,3.188096556230878,17.2269493207648,1,32743256.14748439
3,47623,4.5109472591197335,39.40054519745955,1,47437641.47766343
1,14329,4.371920357054677,71.3855458384675,1,14279793.904230265
1,38328,1.6758996991383048,30.833031228076575,2,38178693.1700837
2,11803,1.069772580405845,72.22899358660297,2,11763955.969794113
1,43952,3.0439572345567676,62.14292544970855,1,43783205.00698546
1,24822,1.130526463333429,45.82511062134861,2,24728145.47950237
1,48390,2.781793508053789,21.717763681595546,1,48199376.4095242
1,49964,3.329176496138599,22.606711894636263,2,49767541.46413396
1,42481,1.467798837754657,13.547779010816067,2,42313325.59174999
1,46805,2.243275442526581,64.21892550172333,2,46625197.5183577
1,43152,2.230654928194051,1.0554817505006633,1,42980190.53331572
1,26512,3.954838694572964,79.5215766341551,1,26414821.28669371
1,29960,1.981296895815703,11.97424226767657,1,29842017.992823225
2,28009,4.038383930987463,79.21056828496981,2,27906216.046739526
2,38799,2.867481807224373,34.57539520841346,2,38648440.31215578
1,29128,1.589221598174757,58.98903750689958,1,29017996.502558455
2,35136,4.238276536529038,33.080792830369546,1,34999820.055232786
1,37772,1.7019499822683573,83.1762502382393,2,37630154.878521524
2,23838,1.6571753277211432,32.939197206710375,2,23746963.352513276
1,31660,3.065662661672434,17.211962592565783,1,31535882.732405275
2,43983,1.8290655843692778,8.878256864467662,1,43808698.60421242
3,41484,2.935181565079843,25.805653176679566,1,41321633.13892113
1,42477,1.066038008736915,25.768648290968503,1,42310210.44977023
1,37384,3.546859200105138,85.75063611419606,2,37244204.155307434
1,30673,2.760522908603788,79.672751784026,2,30559338.14315652
1,13350,3.8068604907600827,26.67007203318477,1,13300164.899067117
2,10382,4.6603916145505595,67.59752835894103,1,10348342.603745786
2,14912,2.548990999653498,69.96695715412382,1,14860185.064545367
3,26853,1.6361697827433366,47.302119592738855,2,26751438.91403103
2,16132,2.093914605526573,14.182324971022364,1,16069667.44139582
3,21678,1.0957635816404352,5.493039704049021,2,21592887.753236018
3,32265,2.825683493825491,47.63246938515482,1,32141677.585792713
1,30927,1.7209073289203514,11.184594402609306,2,30805338.17739302
3,28608,3.4002696826574113,6.903694645970446,2,28495608.404523343
2,29052,4.574860642216344,83.85863624085512,1,28945277.595507573
3,23725,2.1700646697967825,93.35808413340486,2,23640625.916820414
1,18991,4.587075390002816,10.786055764072902,2,18917414.92537711
1,28712,4.199142897990123,77.77220698303002,1,28605878.109275043
2,30928,4.058118768514681,4.293586596002299,1,30805749.914099507
2,12890,2.560927810461179,18.780100744009275,1,12841155.930689761
1,22677,3.690716503412732,46.744429184226156,2,22592150.236063868
1,26270,2.0079708164614867,23.314825293571815,2,26168216.5187355
2,24922,4.945346653066771,48.26037127435794,2,24828586.932192333
2,49342,3.7497189319118736,37.99538403795335,1,49149424.00186494
2,35996,1.9611214857327322,52.158876565552916,1,35857991.8334497
1,26737,2.5931437705041223,57.894428011077224,2,26636882.55149127
1,43603,2.069487497427071,46.65098181764346,2,43434226.13155643
1,37259,1.4755253049032486,13.14588977078299,2,37112174.40726671
1,20844,3.8263929805214194,86.35493792260057,1,20770159.924879726
2,13794,3.8848766320026695,26.354366944618913,1,13742469.470656622
2,35295,1.8608350586549505,60.59414939012507,2,35160927.32349664
1,26648,3.9343544417985528,96.30811157661705,1,26551953.277235094
1,34051,4.5714131823400095,85.59588646560113,1,33924352.87236027
3,14225,2.32419857154963,91.67202830672797,2,14178477.348644974
3,37592,1.0759545623356614,51.24636933453684,1,37447503.511026554
3,15921,4.5654631634271245,19.0378469293849,1,15860420.294904185
3,15391,3.6405851972900214,51.08009453239824,1,15335624.285528887
3,14270,3.2821081907359098,87.40712419865461,1,14222694.386484662
2,49227,3.3845557673576434,55.762045722871505,1,49036613.19682205
1,42431,2.757842632921503,7.411499107331332,1,42262778.66945301
2,32447,3.468639527410895,96.28020961262564,2,32328096.944099825
3,10263,4.9380511791182204,89.79482391896485,2,10232477.429045182
2,40972,2.5353464121329514,97.87165608435178,2,40819034.760642014
3,37854,1.8655653079194479,20.91802576668415,1,37705525.326066695
2,48967,3.2082276170816217,62.67483848402278,2,48778622.55343862
1,47312,2.3912633088957502,31.040119467410754,2,47126870.87617689
1,43471,2.235246909460977,34.53613231975913,2,43301564.19533021
2,26441,2.220207494867121,64.84804763718196,1,26342514.431738053
1,39884,4.058697277607587,49.066663206377065,1,39730301.296966724
2,40238,4.219652403129926,58.79246935777322,2,40084281.80174819
2,20244,2.69565461260151,59.61114284294835,1,20169840.549383935
2,44133,3.0232409703906,44.023114917485046,1,43961768.332817905
1,14433,2.6758750278584666,31.312433965004452,1,14379150.107150123
1,25200,2.577276621978512,2.5247354893073473,1,25100190.51950979
1,19174,4.063517995653319,92.8892761692617,2,19107825.184956364
3,13322,4.568497715269017,78.18304821214981,1,13277731.209524201
2,10302,3.2334107291448078,36.018901077841925,2,10265620.233502572
1,37986,4.476645051686196,79.47118472550963,2,37843289.08232927
3,44745,1.8835573838123167,52.94844226901083,1,44572166.7066868
2,41724,1.486081639082316,36.13588602578817,2,41561716.77921566
2,42365,3.094268741595006,97.56464141378648,2,42206504.71907778
1,17578,2.042822696485473,48.61107110499335,2,17513518.674061045
2,48150,2.1498984158116166,82.23978645546413,2,47966709.4654396
2,12960,3.5926164903856583,34.56110950740961,2,12912889.15109449
1,23205,3.0488320031480995,41.631329970086576,2,23117443.48115742
2,41940,1.9190433521688717,9.037419828524108,1,41773898.21761864
2,35361,3.873381781497945,19.095291503646802,1,35222474.068781964
2,37100,4.947156824626527,84.7310917565887,2,36961522.23956286
1,44478,4.3917878521868285,35.85707626310496,2,44304948.640047096
1,28389,3.487238566229186,23.105500876774958,1,28278610.89110129
3,39056,2.6347593741541946,29.496921301658606,1,38903675.2108488
1,21546,2.541696387317934,24.680868824233137,1,21463017.507412776
3,21863,2.2079121918490165,64.70711582095558,2,21783213.740167037
2,26365,1.3498962809464503,44.41695748182051,2,26264963.182264708
1,20125,3.1417305196435623,34.42236709111588,2,20049054.661676664
3,40381,4.865600375344482,36.34709439326009,1,40224350.23748812
1,23252,4.9967311890110855,53.1017061987947,1,23165354.74567445
2,33778,1.1048213235087272,11.945657984252769,2,33645032.19257048
1,17694,4.006875166575292,27.318965014506297,1,17626879.790273108
2,42721,4.12098081803283,85.11643230231219,2,42559969.37073658
1,28675,3.682697318926006,79.23749604218563,2,28569406.500255678
2,10799,3.212557966022658,53.83755443245871,2,10762411.387978828
3,41688,2.0216016325753063,79.60886723447614,2,41530379.69493569
3,34446,1.7599248734638575,7.8317578719107805,2,34310135.96602074
3,43147,1.5752739871074168,98.81161607806416,1,42985104.94722614
2,29519,2.0376740064100973,44.819196230418875,1,29406175.817243878
2,39023,2.3878740059567685,66.88100492205494,2,38874712.524112985
3,33842,4.543524091496676,73.70186057660223,1,33715199.844189554
3,21787,2.0826552590683027,2.0665977865370344,2,21701237.404962335
1,44643,3.852203329956349,30.614027827207096,1,44468393.189215615
2,30754,3.88807979414891,16.316423087693792,2,30633927.092682008
3,30803,4.59279365369709,64.3824825073917,1,30687430.31142572
2,16147,2.855395620010916,19.33595537746525,2,16085522.796968348
2,16359,3.595376787437859,39.53464222189112,1,16298489.863204556
3,14691,3.8430711392495196,6.221997825907185,1,14633964.799030693
2,23080,4.209768616395308,67.84498553509653,1,22995516.768473644
2,12018,3.9201332655171344,71.06989650421288,1,11978049.606974939
1,17640,4.241639238309025,80.80560075145918,1,17578474.973176125
1,37193,4.775315016673063,77.75267994165912,2,37053328.058946334
3,47074,4.731805318265761,22.14885025476634,1,46889141.01971685
2,37737,4.168894405063726,88.76819845217167,2,37596276.776117876
2,32699,4.904896394776566,89.06327233923939,2,32578553.963765245
2,11785,3.6062887724551573,58.759165216576655,2,11745010.734062076
2,34379,1.974860765762918,23.054734343944414,2,34244852.20533395
2,17973,3.7702422808657734,45.69033014508056,2,17906973.16451102
3,27723,3.5699260977422753,53.99949267029159,2,27618880.039659735
3,34873,3.877085104134749,72.06053278246003,1,34741825.07434178
3,17498,1.6910234634391186,41.293819719112385,1,17432964.215022158
1,31810,2.164064997622716,42.53740085465631,2,31687999.068535157
3,37168,2.775946411477038,90.49522261138145,1,37029345.39529463
3,26724,3.4649398448954822,19.801120833807595,2,26620442.554263216
1,26729,1.7835087862145804,83.66190563795847,2,26631386.046706002
1,44318,4.088121428719061,25.208421158276025,1,44144183.29790156
3,21623,2.550422417619281,74.99068705325128,1,21544945.623619616
2,46813,1.756246332217286,76.76400160925971,1,46634157.71218411
2,30875,2.1860461352018348,41.00801957462992,2,30756690.987955038
3,37221,3.9174141871964143,97.77832431464374,2,37083311.0962758
1,22906,4.358376341280914,69.07889572192019,1,22822253.47849656
3,14307,4.387090241932157,6.047269984445647,2,14251855.048729897
1,25090,3.818349675892862,23.099793359076767,1,24992849.364793774
1,40841,1.5542646744805415,53.61633664643609,2,40683903.68807233
2,45006,3.1810739591622945,34.12133648316603,1,44830306.673263006
2,45633,3.75466268541402,42.07400169386681,1,45455668.506318495
2,17709,2.87457007308597,54.962910472257086,1,17644538.985156726
3,36073,3.150989856013133,73.26973861124927,1,35937051.60254241
2,16300,1.5123038480958684,44.742929090291064,2,16240276.892409282
3,38734,2.321125864862149,23.018027009411323,1,38582274.54906338
1,41772,1.7403498692972517,23.35585049874248,1,41607876.830532886
3,30290,3.5686324589619485,15.207433901200668,1,30171431.665609784
3,40476,4.834892503113954,27.195235570828103,1,40318051.05958249
3,21596,1.5116047957601686,3.508447965999027,2,21511071.35342005
2,24274,3.700738769214889,25.8191631065633,2,24180773.012350656
3,25199,2.0076179452118663,11.939875400280451,2,25100566.977872908
1,18295,3.022054472488141,11.549756779803488,2,18224071.842759404
1,35026,3.369577822905501,49.928324837939535,2,34892030.87760077
3,44982,3.6466390528076356,76.18272271175488,1,44810771.33534805
1,35221,4.667650206341783,28.52648934675945,1,35083978.4434615
3,18502,1.0744754358300268,60.42710538321311,2,18435082.392344978
3,21864,4.617181190743341,69.8581101410929,1,21784737.044568904
1,32099,3.1333251885306095,87.1924164733164,2,31980434.57392184
3,16997,2.714312972998408,64.39530798649389,1,16936411.391485136
1,41400,2.8515513107327974,83.28817783476968,1,41243502.51945387
3,36488,1.633900113572469,80.37371107778789,1,36350904.778122544
3,46419,2.9068178558883346,24.30039171562936,1,46236738.92549283
3,45221,4.947968521480385,88.57031143351888,2,45050524.267051145
3,40716,2.3475888495025656,90.83119917322355,2,40563432.306467764
1,29546,2.5713264311982207,19.169365429521044,2,29430771.208979007
3,44581,1.395779360660613,20.252429026586583,2,44405790.694219545
3,49352,1.2101192612717386,41.08197431294901,2,49159765.51293526
1,32342,1.8400672443547261,41.486182892516055,2,32217723.827031016
3,21072,4.500857098718194,21.899302805787347,2,20991395.04170341
2,13612,2.236931377138479,94.37458407358375,2,13568086.259486387
2,43707,2.904623017097379,16.514692954443518,2,43535007.07028767
2,18861,4.906880349244097,99.78072158048937,2,18796977.96660345
1,42538,4.388034413415705,48.65716998722044,1,42373687.16147246
2,19720,4.519629665868974,63.093861145215264,2,19648822.937971085
2,30644,1.22418136672223,85.39474192589584,1,30530627.617770262
1,37058,1.2846385957384028,59.000078093198944,2,36916539.01082677
1,11346,4.633818453245296,71.5308858788438,1,11308774.484986806
3,46444,2.6123670649288644,98.0939072160348,2,46269280.99844004
3,18748,3.459658327237058,51.50257904506457,2,18679516.01348705
3,10835,2.55166916490933,64.50079570356894,2,10799349.796561794
1,34996,4.889523145357771,23.398228170953995,2,34859695.460825995
1,40093,2.910343537956581,79.6358155759009,1,39941372.92621752
2,47033,1.489797424859407,35.41988751048698,1,46849108.66241628
2,26518,1.833554246615177,34.95392486629151,2,26416467.75453869
1,29272,2.1535425309831027,23.275035695942655,2,29158223.464098625
3,30943,1.415188380955637,74.69853633217306,2,30827789.828122742
2,11129,2.1112003063524294,1.446116199179282,1,11085408.067659743
1,18824,2.9261619536854573,2.9804774938176095,1,18749785.44880336
2,10773,4.619162303283531,25.809442895390664,2,10733895.435388966
2,17555,4.701060198975565,97.36540537342769,1,17495632.678363208
1,34201,1.9250995547654033,94.52153244345251,2,34074602.41618647
3,17904,3.677593514350226,87.93214671049894,1,17842262.301827915
2,48269,1.1608477935413535,2.157078737063574,1,48076795.61808687
3,25716,2.670094379182277,98.79670046447741,2,25624270.782315742
2,40531,1.7511392469700957,46.057069320668504,1,40374214.35503417
1,43073,2.2778107182103695,40.199576473493956,2,42905728.07304072
3,30093,3.8240532655143316,23.056845177413496,2,29976338.81144226
1,43274,3.883224092301312,9.502536478207526,2,43103063.07277982
